update,steps,episode_return,policy_loss,value_loss,entropy,approx_kl
177,407808,-17.08281016280994,-0.0016525254617994912,0.028132889070548117,1.6562573909759521,0.0018975010332522085
178,410112,-16.59673924986057,-0.0003927814779874361,0.025811938918195665,1.7608165964484215,0.002268737452911611
179,412416,-16.780893766565118,-0.0008275748550405915,0.023106839857064188,1.62273757904768,0.0023463572969275345
180,414720,-15.9719667974648,-0.0008490771180933998,0.024244422209449112,1.6252013370394707,0.002529077610802233
181,417024,-16.04766355085263,-0.0019518774831037006,0.025378764257766306,1.9159489423036575,0.006532517005325644
182,419328,-15.979139447017692,-0.000389987603360481,0.02317294420208782,1.655517853796482,0.0007420666183608968
183,421632,-16.161971642895175,-0.0015788146954744953,0.02821917529217899,1.7388433068990707,0.0018583157664882792
184,423936,-16.430859997192833,-0.0009585663953354806,0.022425824776291847,1.6160078346729279,0.0012534046436485369
185,426240,-16.782177174767472,-0.0012292898110091155,0.01698309922358021,1.6352700144052505,0.0018000749630826046
186,428544,-17.12913585604578,-0.000496318130874196,0.025972272036597133,1.9359540045261383,0.0024654905981201913
187,430848,-17.49043385194619,-0.0005165379371495082,0.026043455465696752,1.6481050848960876,0.0008796673216945943
188,433152,-17.948297218699423,-0.00045861044347678126,0.029927440686151385,1.723331794142723,0.0017541587899864274
189,435456,-17.737451434061203,-0.0011243668159547915,0.023042651708237827,1.6362711191177368,0.0027889883376954255
190,437760,-17.62493689806255,-0.0020397241783787767,0.019102642545476556,1.6313054487109184,0.0031921956247566007
191,440064,-17.446629545961642,-0.001560347895065206,0.027245376957580447,1.9496035873889923,0.0059170775508997995
192,442368,-17.0535788447389,-0.0008996889389183901,0.02502968837507069,1.6430681347846985,0.002825493152866127
193,444672,-16.942637827171925,-0.0007867260618594774,0.025622199755162,1.7601681128144264,0.004358904268883634
194,446976,-16.889838865607047,-0.00048230528464424105,0.025312395533546805,1.6265221163630486,0.0013975165067500305
195,449280,-16.465611164878066,-0.0013630937079748828,0.019889663672074676,1.6069782450795174,0.003562467704897345
196,451584,-17.005861334753106,-0.0009867672481126133,0.03359604929573834,1.9447440207004547,0.0018875799753712069
197,453888,-17.211641086124178,-0.0021354517698960462,0.020037239650264382,1.648316152393818,0.003758065951337307
198,456192,-16.792696955062006,-0.0018444510334221231,0.02354131604079157,1.7280675023794174,0.0036812058060604613
199,458496,-16.57221960833533,-0.0011088520257342485,0.024145285948179662,1.6700222864747047,0.0037315295681360616
200,460800,-16.847639135908242,-0.0007194043247283066,0.028825494810007513,1.658949963748455,0.0007457726602903367
201,463104,-16.489664702196727,-0.00020379383568069898,0.028636493370868266,1.9697058349847794,0.0016739590441387816
202,465408,-16.01832589139221,-0.001224532291214775,0.024269564892165363,1.6550229042768478,0.0018357994655262802
203,467712,-16.132797161529357,-0.0017514138155295123,0.026665634708479047,1.724925585091114,0.0035941339512848766
204,470016,-16.118818226028164,-0.00045736233571208595,0.025924545479938388,1.6260356158018112,0.002754999253536678
205,472320,-16.669161116587382,-0.001546841709966884,0.03442281356547028,1.5954313278198242,0.002215639320234509
206,474624,-16.474078383770532,-0.0004836093818185727,0.030262902728281915,1.9196709543466568,0.0006215182716005074
207,476928,-15.828407235327258,-0.0012803020703258117,0.029807504266500473,1.6468214765191078,0.0020421616009242724
